titulo,ubicacion,sector,precio_usd,area_m2,habitaciones,banos,parqueaderos,antiguedad_anos
"Casa/Dep en Venta de 278m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,488300.0,278.3,6,6,3,3
"Casa/Dep en Venta de 275m² en Cumbayá, Quito",Quito,Cumbayá,479400.0,275.4,6,4,4,8
"Casa/Dep en Venta de 134m² en Tumbaco, Quito",Quito,Tumbaco,159500.0,134.8,3,3,2,9
"Casa/Dep en Venta de 216m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,328600.0,216.8,3,4,3,2
"Casa/Dep en Venta de 256m² en Centro Histórico, Quito",Quito,Centro Histórico,277300.0,256.4,5,6,4,2
"Casa/Dep en Venta de 110m² en Samborondón, Guayaquil",Guayaquil,Samborondón,167400.0,110.8,3,2,1,16
"Casa/Dep en Venta de 227m² en Samborondón, Guayaquil",Guayaquil,Samborondón,387000.0,227.9,4,3,3,2
"Casa/Dep en Venta de 226m² en Samborondón, Guayaquil",Guayaquil,Samborondón,281500.0,226.5,3,4,3,0
"Casa/Dep en Venta de 78m² en El Batán, Quito",Quito,El Batán,106500.0,78.2,3,3,2,6
"Casa/Dep en Venta de 175m² en La Carolina, Quito",Quito,La Carolina,257700.0,175.9,4,4,3,4
"Casa/Dep en Venta de 209m² en González Suárez, Quito",Quito,González Suárez,338000.0,209.1,4,3,3,2
"Casa/Dep en Venta de 201m² en La Carolina, Quito",Quito,La Carolina,341600.0,201.6,4,4,3,0
"Casa/Dep en Venta de 148m² en El Batán, Quito",Quito,El Batán,194200.0,148.6,3,3,3,16
"Casa/Dep en Venta de 142m² en Centro Histórico, Quito",Quito,Centro Histórico,97800.0,142.2,4,3,2,0
"Casa/Dep en Venta de 161m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,183400.0,161.7,3,3,2,2
"Casa/Dep en Venta de 131m² en Centro Histórico, Quito",Quito,Centro Histórico,105300.0,131.1,2,2,1,18
"Casa/Dep en Venta de 246m² en La Carolina, Quito",Quito,La Carolina,359200.0,246.7,4,4,3,17
"Casa/Dep en Venta de 142m² en La Carolina, Quito",Quito,La Carolina,187200.0,142.0,3,3,2,6
"Casa/Dep en Venta de 182m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,317400.0,182.4,4,4,2,7
"Casa/Dep en Venta de 225m² en Samborondón, Guayaquil",Guayaquil,Samborondón,349600.0,225.9,4,4,2,16
"Casa/Dep en Venta de 158m² en Centro Histórico, Quito",Quito,Centro Histórico,165200.0,158.4,3,3,3,17
"Casa/Dep en Venta de 119m² en González Suárez, Quito",Quito,González Suárez,153500.0,119.5,2,3,2,7
"Casa/Dep en Venta de 237m² en González Suárez, Quito",Quito,González Suárez,356100.0,237.1,4,3,2,0
"Casa/Dep en Venta de 74m² en Samborondón, Guayaquil",Guayaquil,Samborondón,120000.0,74.9,2,3,2,24
"Casa/Dep en Venta de 223m² en El Batán, Quito",Quito,El Batán,298600.0,223.5,4,3,3,8
"Casa/Dep en Venta de 168m² en Samborondón, Guayaquil",Guayaquil,Samborondón,260000.0,168.4,3,3,3,5
"Casa/Dep en Venta de 84m² en González Suárez, Quito",Quito,González Suárez,106400.0,84.2,3,3,1,7
"Casa/Dep en Venta de 140m² en Cumbayá, Quito",Quito,Cumbayá,266400.0,140.9,4,4,2,0
"Casa/Dep en Venta de 145m² en González Suárez, Quito",Quito,González Suárez,235400.0,145.8,4,4,3,5
"Casa/Dep en Venta de 168m² en La Carolina, Quito",Quito,La Carolina,228600.0,168.6,4,3,2,0
"Casa/Dep en Venta de 198m² en González Suárez, Quito",Quito,González Suárez,295100.0,198.1,4,4,2,5
"Casa/Dep en Venta de 262m² en Cumbayá, Quito",Quito,Cumbayá,321500.0,262.0,5,5,2,39
"Casa/Dep en Venta de 141m² en El Batán, Quito",Quito,El Batán,214000.0,141.8,4,4,3,4
"Casa/Dep en Venta de 168m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,187200.0,168.6,3,4,3,7
"Casa/Dep en Venta de 147m² en Tumbaco, Quito",Quito,Tumbaco,187500.0,147.7,3,3,3,13
"Casa/Dep en Venta de 143m² en Samborondón, Guayaquil",Guayaquil,Samborondón,209300.0,143.8,3,4,3,0
"Casa/Dep en Venta de 80m² en La Carolina, Quito",Quito,La Carolina,134000.0,80.1,3,3,1,1
"Casa/Dep en Venta de 150m² en Tumbaco, Quito",Quito,Tumbaco,214500.0,150.5,3,4,2,0
"Casa/Dep en Venta de 169m² en El Batán, Quito",Quito,El Batán,253600.0,169.4,4,4,3,9
"Casa/Dep en Venta de 95m² en Centro Histórico, Quito",Quito,Centro Histórico,80700.0,95.0,2,2,1,8
"Casa/Dep en Venta de 235m² en Centro Histórico, Quito",Quito,Centro Histórico,199400.0,235.2,4,4,2,10
"Casa/Dep en Venta de 137m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,105900.0,137.1,2,2,1,0
"Casa/Dep en Venta de 142m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,107300.0,142.2,3,3,3,6
"Casa/Dep en Venta de 233m² en Centro Histórico, Quito",Quito,Centro Histórico,211400.0,233.1,4,3,2,8
"Casa/Dep en Venta de 242m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,210600.0,242.3,4,3,3,8
"Casa/Dep en Venta de 120m² en Cumbayá, Quito",Quito,Cumbayá,206900.0,120.4,3,2,2,4
"Casa/Dep en Venta de 214m² en El Batán, Quito",Quito,El Batán,215700.0,214.1,3,4,3,19
"Casa/Dep en Venta de 139m² en Cumbayá, Quito",Quito,Cumbayá,263900.0,139.7,3,3,1,3
"Casa/Dep en Venta de 236m² en Tumbaco, Quito",Quito,Tumbaco,309400.0,236.8,3,3,3,3
"Casa/Dep en Venta de 115m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,110700.0,115.1,2,2,1,17
"Casa/Dep en Venta de 153m² en El Batán, Quito",Quito,El Batán,178500.0,153.9,3,4,3,8
"Casa/Dep en Venta de 274m² en González Suárez, Quito",Quito,González Suárez,500400.0,274.3,4,6,4,4
"Casa/Dep en Venta de 116m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,258700.0,116.5,3,3,2,3
"Casa/Dep en Venta de 152m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,258700.0,152.1,4,3,2,5
"Casa/Dep en Venta de 151m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,171100.0,151.4,3,3,3,3
"Casa/Dep en Venta de 157m² en Centro Histórico, Quito",Quito,Centro Histórico,100900.0,157.8,3,3,2,11
"Casa/Dep en Venta de 158m² en Cumbayá, Quito",Quito,Cumbayá,267700.0,158.2,4,4,3,0
"Casa/Dep en Venta de 195m² en Centro Histórico, Quito",Quito,Centro Histórico,134800.0,195.4,4,3,2,7
"Casa/Dep en Venta de 104m² en El Batán, Quito",Quito,El Batán,140800.0,104.1,3,2,2,6
"Casa/Dep en Venta de 116m² en Tumbaco, Quito",Quito,Tumbaco,139100.0,116.6,2,2,2,11
"Casa/Dep en Venta de 275m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,232000.0,275.6,4,4,2,2
"Casa/Dep en Venta de 131m² en La Carolina, Quito",Quito,La Carolina,206900.0,131.1,2,2,2,6
"Casa/Dep en Venta de 91m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,85400.0,91.9,2,2,1,4
"Casa/Dep en Venta de 246m² en Tumbaco, Quito",Quito,Tumbaco,304500.0,246.8,3,3,3,7
"Casa/Dep en Venta de 112m² en Tumbaco, Quito",Quito,Tumbaco,112800.0,112.5,3,3,1,5
"Casa/Dep en Venta de 196m² en Samborondón, Guayaquil",Guayaquil,Samborondón,289700.0,196.2,3,3,3,19
"Casa/Dep en Venta de 198m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,202400.0,198.9,3,4,3,2
"Casa/Dep en Venta de 116m² en Cumbayá, Quito",Quito,Cumbayá,192800.0,116.9,3,3,2,5
"Casa/Dep en Venta de 138m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,320400.0,138.1,2,3,1,5
"Casa/Dep en Venta de 163m² en Tumbaco, Quito",Quito,Tumbaco,202700.0,163.2,4,3,3,31
"Casa/Dep en Venta de 159m² en Cumbayá, Quito",Quito,Cumbayá,290300.0,159.3,4,4,2,6
"Casa/Dep en Venta de 167m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,289100.0,167.2,3,4,2,0
"Casa/Dep en Venta de 255m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,394500.0,255.6,6,4,3,7
"Casa/Dep en Venta de 164m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,188000.0,164.9,3,3,2,9
"Casa/Dep en Venta de 137m² en Samborondón, Guayaquil",Guayaquil,Samborondón,166800.0,137.0,3,2,1,13
"Casa/Dep en Venta de 140m² en Tumbaco, Quito",Quito,Tumbaco,174700.0,140.2,3,4,2,0
"Casa/Dep en Venta de 243m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,306200.0,243.2,4,3,2,10
"Casa/Dep en Venta de 231m² en Tumbaco, Quito",Quito,Tumbaco,309700.0,231.7,3,4,2,11
"Casa/Dep en Venta de 271m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,230400.0,271.5,6,4,3,14
"Casa/Dep en Venta de 194m² en Tumbaco, Quito",Quito,Tumbaco,211900.0,194.2,4,4,3,0
"Casa/Dep en Venta de 98m² en El Batán, Quito",Quito,El Batán,135500.0,98.6,3,3,2,3
"Casa/Dep en Venta de 171m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,220900.0,171.4,4,4,2,0
"Casa/Dep en Venta de 223m² en El Batán, Quito",Quito,El Batán,367400.0,223.3,4,3,3,0
"Casa/Dep en Venta de 180m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,227000.0,180.2,4,3,2,0
"Casa/Dep en Venta de 138m² en González Suárez, Quito",Quito,González Suárez,235300.0,138.9,2,3,2,2
"Casa/Dep en Venta de 143m² en Samborondón, Guayaquil",Guayaquil,Samborondón,220500.0,143.0,3,3,3,4
"Casa/Dep en Venta de 225m² en Tumbaco, Quito",Quito,Tumbaco,309500.0,225.2,4,3,3,2
"Casa/Dep en Venta de 181m² en Centro Histórico, Quito",Quito,Centro Histórico,148200.0,181.5,4,4,3,3
"Casa/Dep en Venta de 202m² en El Batán, Quito",Quito,El Batán,341900.0,202.9,4,3,3,5
"Casa/Dep en Venta de 111m² en González Suárez, Quito",Quito,González Suárez,144900.0,111.9,2,3,1,0
"Casa/Dep en Venta de 237m² en Centro Histórico, Quito",Quito,Centro Histórico,200600.0,237.1,3,3,2,13
"Casa/Dep en Venta de 288m² en Cumbayá, Quito",Quito,Cumbayá,430200.0,288.9,4,5,2,1
"Casa/Dep en Venta de 246m² en Tumbaco, Quito",Quito,Tumbaco,338000.0,246.0,3,3,2,2
"Casa/Dep en Venta de 127m² en Tumbaco, Quito",Quito,Tumbaco,138800.0,127.1,3,3,1,11
"Casa/Dep en Venta de 181m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,153000.0,181.0,4,4,2,9
"Casa/Dep en Venta de 266m² en Cumbayá, Quito",Quito,Cumbayá,487800.0,266.3,6,6,3,3
"Casa/Dep en Venta de 150m² en Cumbayá, Quito",Quito,Cumbayá,230000.0,150.7,3,4,3,12
"Casa/Dep en Venta de 250m² en Cumbayá, Quito",Quito,Cumbayá,429200.0,250.6,6,6,4,3
"Casa/Dep en Venta de 133m² en Centro Histórico, Quito",Quito,Centro Histórico,80900.0,133.5,2,2,1,27
"Casa/Dep en Venta de 260m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,235000.0,260.4,6,5,3,12
"Casa/Dep en Venta de 189m² en Samborondón, Guayaquil",Guayaquil,Samborondón,149000.0,189.3,4,3,3,25
"Casa/Dep en Venta de 181m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,249800.0,181.1,4,3,2,1
"Casa/Dep en Venta de 106m² en Samborondón, Guayaquil",Guayaquil,Samborondón,179700.0,106.8,2,2,1,11
"Casa/Dep en Venta de 160m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,273800.0,160.3,4,4,3,1
"Casa/Dep en Venta de 239m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,341000.0,239.3,3,3,2,8
"Casa/Dep en Venta de 136m² en Tumbaco, Quito",Quito,Tumbaco,136500.0,136.2,3,3,1,17
"Casa/Dep en Venta de 107m² en La Carolina, Quito",Quito,La Carolina,126100.0,107.0,3,2,1,0
"Casa/Dep en Venta de 187m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,198300.0,187.9,3,3,2,0
"Casa/Dep en Venta de 118m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,194400.0,118.6,2,3,1,1
"Casa/Dep en Venta de 69m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,64300.0,69.2,1,1,1,6
"Casa/Dep en Venta de 181m² en Centro Histórico, Quito",Quito,Centro Histórico,167100.0,181.0,4,4,2,26
"Casa/Dep en Venta de 194m² en La Carolina, Quito",Quito,La Carolina,270800.0,194.5,4,3,2,11
"Casa/Dep en Venta de 192m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,220300.0,192.8,4,4,2,0
"Casa/Dep en Venta de 137m² en Samborondón, Guayaquil",Guayaquil,Samborondón,238400.0,137.2,3,3,1,3
"Casa/Dep en Venta de 109m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,130000.0,109.4,3,3,1,15
"Casa/Dep en Venta de 228m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,221100.0,228.6,4,3,3,4
"Casa/Dep en Venta de 168m² en Tumbaco, Quito",Quito,Tumbaco,278600.0,168.7,3,3,3,2
"Casa/Dep en Venta de 173m² en González Suárez, Quito",Quito,González Suárez,295800.0,173.1,4,3,3,0
"Casa/Dep en Venta de 183m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,212400.0,183.4,4,3,2,3
"Casa/Dep en Venta de 144m² en Cumbayá, Quito",Quito,Cumbayá,246700.0,144.7,4,4,3,7
"Casa/Dep en Venta de 293m² en Samborondón, Guayaquil",Guayaquil,Samborondón,343600.0,293.0,4,4,2,13
"Casa/Dep en Venta de 165m² en Centro Histórico, Quito",Quito,Centro Histórico,150800.0,165.2,4,3,2,5
"Casa/Dep en Venta de 224m² en La Carolina, Quito",Quito,La Carolina,303900.0,224.1,4,3,3,1
"Casa/Dep en Venta de 170m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,296300.0,170.1,3,4,3,6
"Casa/Dep en Venta de 98m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,190200.0,98.8,2,2,1,0
"Casa/Dep en Venta de 143m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,228800.0,143.7,3,3,3,6
"Casa/Dep en Venta de 174m² en Samborondón, Guayaquil",Guayaquil,Samborondón,289800.0,174.7,4,4,2,4
"Casa/Dep en Venta de 205m² en La Carolina, Quito",Quito,La Carolina,259600.0,205.5,3,4,3,25
"Casa/Dep en Venta de 202m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,309300.0,202.6,4,4,2,4
"Casa/Dep en Venta de 190m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,209500.0,190.4,4,3,3,31
"Casa/Dep en Venta de 145m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,122900.0,145.6,3,4,2,23
"Casa/Dep en Venta de 220m² en González Suárez, Quito",Quito,González Suárez,320600.0,220.4,4,3,3,11
"Casa/Dep en Venta de 113m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,167500.0,113.9,3,3,2,2
"Casa/Dep en Venta de 270m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,353500.0,270.8,5,6,4,6
"Casa/Dep en Venta de 167m² en Tumbaco, Quito",Quito,Tumbaco,191300.0,167.0,4,4,2,8
"Casa/Dep en Venta de 120m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,192700.0,120.8,3,3,2,10
"Casa/Dep en Venta de 130m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,115000.0,130.7,2,3,2,5
"Casa/Dep en Venta de 203m² en Samborondón, Guayaquil",Guayaquil,Samborondón,253900.0,203.1,4,4,2,4
"Casa/Dep en Venta de 99m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,84400.0,99.7,2,2,1,20
"Casa/Dep en Venta de 221m² en El Batán, Quito",Quito,El Batán,301500.0,221.6,3,4,3,12
"Casa/Dep en Venta de 100m² en La Carolina, Quito",Quito,La Carolina,126600.0,100.6,3,3,1,8
"Casa/Dep en Venta de 144m² en Samborondón, Guayaquil",Guayaquil,Samborondón,180300.0,144.7,3,4,2,0
"Casa/Dep en Venta de 182m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,342800.0,182.1,4,3,3,0
"Casa/Dep en Venta de 168m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,116500.0,168.1,4,4,3,24
"Casa/Dep en Venta de 351m² en Centro Histórico, Quito",Quito,Centro Histórico,294000.0,351.9,4,5,4,5
"Casa/Dep en Venta de 251m² en Centro Histórico, Quito",Quito,Centro Histórico,236200.0,251.7,6,6,2,17
"Casa/Dep en Venta de 155m² en La Carolina, Quito",Quito,La Carolina,233700.0,155.3,3,4,2,5
"Casa/Dep en Venta de 110m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,104700.0,110.5,2,3,2,3
"Casa/Dep en Venta de 210m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,372800.0,210.8,3,3,2,0
"Casa/Dep en Venta de 231m² en Samborondón, Guayaquil",Guayaquil,Samborondón,321600.0,231.2,3,3,3,13
"Casa/Dep en Venta de 251m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,280800.0,251.7,5,5,4,11
"Casa/Dep en Venta de 209m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,188400.0,209.2,3,4,2,6
"Casa/Dep en Venta de 97m² en El Batán, Quito",Quito,El Batán,143700.0,97.4,2,3,2,1
"Casa/Dep en Venta de 71m² en La Carolina, Quito",Quito,La Carolina,77400.0,71.0,2,2,2,28
"Casa/Dep en Venta de 123m² en Samborondón, Guayaquil",Guayaquil,Samborondón,222800.0,123.6,3,3,1,2
"Casa/Dep en Venta de 240m² en Centro Histórico, Quito",Quito,Centro Histórico,188800.0,240.2,4,4,3,4
"Casa/Dep en Venta de 115m² en La Carolina, Quito",Quito,La Carolina,148800.0,115.8,3,3,2,13
"Casa/Dep en Venta de 118m² en La Carolina, Quito",Quito,La Carolina,179400.0,118.6,3,2,1,13
"Casa/Dep en Venta de 95m² en Cumbayá, Quito",Quito,Cumbayá,188800.0,95.5,3,2,1,0
"Casa/Dep en Venta de 206m² en Tumbaco, Quito",Quito,Tumbaco,278200.0,206.3,3,3,3,12
"Casa/Dep en Venta de 186m² en Centro Histórico, Quito",Quito,Centro Histórico,133000.0,186.9,4,4,2,2
"Casa/Dep en Venta de 237m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,400000.0,237.9,3,3,3,11
"Casa/Dep en Venta de 126m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,254500.0,126.7,2,2,2,3
"Casa/Dep en Venta de 254m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,250500.0,254.9,5,5,2,20
"Casa/Dep en Venta de 248m² en Tumbaco, Quito",Quito,Tumbaco,305300.0,248.8,3,4,2,2
"Casa/Dep en Venta de 218m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,253600.0,218.0,3,3,3,3
"Casa/Dep en Venta de 250m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,191500.0,250.0,4,5,2,23
"Casa/Dep en Venta de 175m² en Samborondón, Guayaquil",Guayaquil,Samborondón,236600.0,175.2,4,4,3,12
"Casa/Dep en Venta de 296m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,267200.0,296.0,5,6,2,14
"Casa/Dep en Venta de 211m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,259100.0,211.6,4,4,2,9
"Casa/Dep en Venta de 182m² en González Suárez, Quito",Quito,González Suárez,289700.0,182.6,4,3,2,1
"Casa/Dep en Venta de 290m² en Samborondón, Guayaquil",Guayaquil,Samborondón,399600.0,290.5,4,4,3,1
"Casa/Dep en Venta de 124m² en González Suárez, Quito",Quito,González Suárez,161000.0,124.1,3,3,1,8
"Casa/Dep en Venta de 236m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,231300.0,236.2,4,4,2,6
"Casa/Dep en Venta de 142m² en El Batán, Quito",Quito,El Batán,226800.0,142.5,3,3,3,2
"Casa/Dep en Venta de 103m² en Samborondón, Guayaquil",Guayaquil,Samborondón,137500.0,103.0,2,2,2,10
"Casa/Dep en Venta de 170m² en El Batán, Quito",Quito,El Batán,275800.0,170.4,3,4,2,2
"Casa/Dep en Venta de 141m² en El Batán, Quito",Quito,El Batán,214400.0,141.6,3,3,3,0
"Casa/Dep en Venta de 170m² en Centro Histórico, Quito",Quito,Centro Histórico,127300.0,170.3,4,4,3,8
"Casa/Dep en Venta de 216m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,335100.0,216.5,4,4,2,11
"Casa/Dep en Venta de 148m² en La Carolina, Quito",Quito,La Carolina,191100.0,148.5,3,3,3,4
"Casa/Dep en Venta de 185m² en Cumbayá, Quito",Quito,Cumbayá,378900.0,185.1,4,3,3,0
"Casa/Dep en Venta de 143m² en González Suárez, Quito",Quito,González Suárez,186800.0,143.9,4,4,2,4
"Casa/Dep en Venta de 97m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,76700.0,97.6,2,3,2,1
"Casa/Dep en Venta de 171m² en Centro Histórico, Quito",Quito,Centro Histórico,148600.0,171.9,3,4,2,8
"Casa/Dep en Venta de 207m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,373200.0,207.3,3,3,3,0
"Casa/Dep en Venta de 192m² en Cumbayá, Quito",Quito,Cumbayá,372600.0,192.4,4,4,3,7
"Casa/Dep en Venta de 277m² en La Carolina, Quito",Quito,La Carolina,468500.0,277.4,5,4,2,0
"Casa/Dep en Venta de 256m² en Tumbaco, Quito",Quito,Tumbaco,387300.0,256.5,6,6,4,3
"Casa/Dep en Venta de 102m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,102400.0,102.2,3,2,1,23
"Casa/Dep en Venta de 198m² en Tumbaco, Quito",Quito,Tumbaco,227600.0,198.7,3,3,3,9
"Casa/Dep en Venta de 321m² en Centro Histórico, Quito",Quito,Centro Histórico,284600.0,321.1,5,6,4,6
"Casa/Dep en Venta de 98m² en González Suárez, Quito",Quito,González Suárez,141700.0,98.9,3,3,2,4
"Casa/Dep en Venta de 209m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,147700.0,209.1,4,3,2,30
"Casa/Dep en Venta de 171m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,196000.0,171.1,3,4,2,19
"Casa/Dep en Venta de 153m² en González Suárez, Quito",Quito,González Suárez,227800.0,153.4,3,3,3,10
"Casa/Dep en Venta de 174m² en Tumbaco, Quito",Quito,Tumbaco,242100.0,174.5,4,4,2,8
"Casa/Dep en Venta de 125m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,132800.0,125.9,3,3,2,1
"Casa/Dep en Venta de 220m² en El Batán, Quito",Quito,El Batán,289700.0,220.1,3,3,3,2
"Casa/Dep en Venta de 130m² en Centro Histórico, Quito",Quito,Centro Histórico,145200.0,130.8,3,3,2,0
"Casa/Dep en Venta de 161m² en El Batán, Quito",Quito,El Batán,219600.0,161.4,4,3,2,8
"Casa/Dep en Venta de 211m² en El Batán, Quito",Quito,El Batán,220000.0,211.4,4,3,3,21
"Casa/Dep en Venta de 193m² en Tumbaco, Quito",Quito,Tumbaco,252500.0,193.8,4,3,3,10
"Casa/Dep en Venta de 235m² en Centro Histórico, Quito",Quito,Centro Histórico,241000.0,235.8,3,4,3,2
"Casa/Dep en Venta de 163m² en Cumbayá, Quito",Quito,Cumbayá,324600.0,163.2,3,3,3,12
"Casa/Dep en Venta de 136m² en Cumbayá, Quito",Quito,Cumbayá,167500.0,136.8,2,2,2,9
"Casa/Dep en Venta de 85m² en El Batán, Quito",Quito,El Batán,91100.0,85.2,2,3,1,22
"Casa/Dep en Venta de 93m² en González Suárez, Quito",Quito,González Suárez,130800.0,93.6,3,2,2,2
"Casa/Dep en Venta de 180m² en La Carolina, Quito",Quito,La Carolina,235800.0,180.3,4,4,2,20
"Casa/Dep en Venta de 157m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,179700.0,157.0,3,3,3,8
"Casa/Dep en Venta de 150m² en Samborondón, Guayaquil",Guayaquil,Samborondón,260800.0,150.5,3,4,2,0
"Casa/Dep en Venta de 122m² en La Carolina, Quito",Quito,La Carolina,153800.0,122.9,2,2,2,13
"Casa/Dep en Venta de 202m² en La Carolina, Quito",Quito,La Carolina,311900.0,202.5,3,3,3,2
"Casa/Dep en Venta de 97m² en Cumbayá, Quito",Quito,Cumbayá,173800.0,97.6,2,3,1,3
"Casa/Dep en Venta de 151m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,218300.0,151.9,3,4,2,2
"Casa/Dep en Venta de 108m² en Tumbaco, Quito",Quito,Tumbaco,133700.0,108.9,3,2,1,22
"Casa/Dep en Venta de 82m² en La Carolina, Quito",Quito,La Carolina,127500.0,82.1,3,3,2,1
"Casa/Dep en Venta de 242m² en González Suárez, Quito",Quito,González Suárez,317600.0,242.4,4,3,2,15
"Casa/Dep en Venta de 310m² en La Carolina, Quito",Quito,La Carolina,412800.0,310.5,6,6,2,1
"Casa/Dep en Venta de 217m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,228200.0,217.6,3,4,3,2
"Casa/Dep en Venta de 326m² en Tumbaco, Quito",Quito,Tumbaco,420600.0,326.2,6,6,2,0
"Casa/Dep en Venta de 209m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,375600.0,209.4,4,3,2,0
"Casa/Dep en Venta de 102m² en La Carolina, Quito",Quito,La Carolina,148900.0,102.5,2,2,2,2
"Casa/Dep en Venta de 145m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,187200.0,145.0,4,4,2,1
"Casa/Dep en Venta de 210m² en Tumbaco, Quito",Quito,Tumbaco,320600.0,210.9,4,3,2,4
"Casa/Dep en Venta de 76m² en Centro Histórico, Quito",Quito,Centro Histórico,65100.0,76.8,3,2,2,9
"Casa/Dep en Venta de 111m² en Tumbaco, Quito",Quito,Tumbaco,140600.0,111.6,2,3,2,16
"Casa/Dep en Venta de 134m² en La Carolina, Quito",Quito,La Carolina,172900.0,134.8,2,3,1,9
"Casa/Dep en Venta de 112m² en Centro Histórico, Quito",Quito,Centro Histórico,66100.0,112.2,2,3,2,1
"Casa/Dep en Venta de 197m² en González Suárez, Quito",Quito,González Suárez,286300.0,197.5,4,4,3,12
"Casa/Dep en Venta de 136m² en Centro Histórico, Quito",Quito,Centro Histórico,97300.0,136.0,2,3,1,7
"Casa/Dep en Venta de 241m² en Cumbayá, Quito",Quito,Cumbayá,444400.0,241.7,3,3,3,10
